Country Code,City,Location,Coordinates,Pollutant,Source Name,Unit,Value,Last Updated,Country Label
JP,Ulsan,北九州市小倉北区大門一丁目６－４８,"33.880833, 130.873056",NO,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,北九州市若松区本町三丁目１３－１,"33.898056, 130.81",NO2,japan-soramame,ppm,0.005,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,北九州市門司区大里原町１２－１２,"33.895833, 130.935833",NOX,japan-soramame,ppm,0.013,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,千歳市若草４－１３,"42.786944, 141.605",NO2,japan-soramame,ppm,0.004,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,千葉市稲毛区宮野木町９９６－９,"35.653889, 140.097778",NOX,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,千葉市花見川区花見川４－１,"35.693889, 140.098333",SO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,厚木市中町１－８－１１,"35.443333, 139.368056",NO2,japan-soramame,ppm,0.006,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,取手市大字寺田５１３９,"35.908333, 140.052778",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,取手市大字寺田５１３９,"35.908333, 140.052778",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,古河市下大野谷地川２４５６,"36.175833000000004, 139.75888899999998",SO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,名古屋市中区大須２丁目４０４番地先,"35.1625, 136.901111",SO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,名古屋市中川区元中野町２－１１,"35.134444, 136.883333",NO,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,名古屋市港区港陽１－１－６５,"35.099722, 136.890278",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,君津市久保２－１１,"35.331667, 139.901944",SO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,呉市西畑町３３地先,"34.236389, 132.583889",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,周南市周陽３丁目1-1,"34.041667, 131.830278",NOX,japan-soramame,ppm,0.018,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,和光市諏訪３－２０,"35.774722, 139.621389",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,品川区西五反田７－２５－１,"35.616667, 139.722222",CO,japan-soramame,ppm,0.3,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,四国中央市三島宮川４－６－５３,"33.976944, 133.552778",SO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,四国中央市上分町８００,"33.988056, 133.589167",NO,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,四国中央市土居町入野１７８－１,"33.9475, 133.420833",SO2,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,四日市市伊坂町字上ノ山,"35.036389, 136.626944",NO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,基山町大字宮浦１０３７－１,"33.421667, 130.519722",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,墨田区東向島１－３４,"35.716667, 139.816667",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,墨田区東向島１－３４,"35.716667, 139.816667",NOX,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,大分市南春日町６番１号,"33.231667, 131.595556",NOX,japan-soramame,ppm,0.004,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,大分市大字横瀬４１６番地,"33.185556, 131.553889",SO2,japan-soramame,ppm,0.008,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,大分市奥田７５４ー１,"33.215, 131.594722",NOX,japan-soramame,ppm,0.017,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,大和市下鶴間１－１－１,"35.484167, 139.4625",NO2,japan-soramame,ppm,0.005,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,大和高田市大中９８－４,"34.515833, 135.737222",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,大和高田市大中９８－４,"34.515833, 135.737222",SO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,大垣市西外側町２－４９,"35.355, 136.614444",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,大牟田市新地町７,"33.030833, 130.437778",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,大牟田市有明町２－３,"33.026667, 130.44833300000002",CO,japan-soramame,ppm,0.9,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,大田区千鳥３丁目３－３１先,"35.573056, 139.686389",NOX,japan-soramame,ppm,0.01,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,大町市大町１０５８－２,"36.500833, 137.863056",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,姫路市八代７７９番地の１７,"34.843333, 134.7",NO,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,姫路市八代７７９番地の１７,"34.843333, 134.7",NO2,japan-soramame,ppm,0.004,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,嬉野市嬉野町大字下宿乙1408番地,"33.101389, 129.982222",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,嬉野市嬉野町大字下宿乙1408番地,"33.101389, 129.982222",SO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,宇都宮市雀宮７丁目２８番１６号,"36.484444, 139.867222",NOX,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,宇都宮市馬場通り１－１－１１,"36.558333, 139.885833",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,富士吉田市上吉田１丁目２－５,"35.480556, 138.800833",SO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,富士市宮島１４２５－３地先,"35.131667, 138.655556",NO2,japan-soramame,ppm,0.01,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,富士市津田  216-4,"35.154167, 138.6775",NO2,japan-soramame,ppm,0.006,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,富山市安野屋町１－１－４２,"36.694722, 137.203333",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,小山市横倉新田97,"36.276111, 139.805",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,小松市園町ホ８２,"36.405278, 136.464444",NO,japan-soramame,ppm,0.006,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,小田原市荻窪３００,"35.261111, 139.155556",NOX,japan-soramame,ppm,0.004,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,小豆郡土庄町渕崎甲２０７９－５,"34.485278, 134.191111",NO2,japan-soramame,ppm,0.005,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,小豆郡土庄町渕崎甲２０７９－５,"34.485278, 134.191111",NO,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,尼崎市東難波町4丁目9-12,"34.722778, 135.417778",NO2,japan-soramame,ppm,0.008,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,山陽小野田市大字小野田３９２３,"33.955, 131.185",NO2,japan-soramame,ppm,0.004,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,岐阜市明徳町１１,"35.420556, 136.761111",CO,japan-soramame,ppm,0.2,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,岡山市中区長岡５８－２,"34.681111, 133.988333",NOX,japan-soramame,ppm,0.01,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,岡山市南区南輝３－６－９,"34.602778, 133.9375",SO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,岡山市南区南輝３－６－９,"34.602778, 133.9375",NOX,japan-soramame,ppm,0.009,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,岡山市東区西大寺五明１８６,"34.639722, 134.052778",SO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,岡崎市庄司田１丁目１７,"34.920833, 137.171111",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,川崎市多摩区登戸１３２９,"35.618611, 139.5625",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,川崎市幸区遠藤町１,"35.540556, 139.694722",NO,japan-soramame,ppm,0.005,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,川崎市高津区溝口１－６－１０,"35.595556, 139.617222",NO,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,さいたま市南区曲本1-21-1,"35.836944, 139.63",NO,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,市原市岩崎西１－８－８,"35.523333, 140.071389",NO,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,いわき市四倉町狐塚字松橋20,"37.093611, 140.896111",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,さいたま市大宮区大門町３－３,"35.902778, 139.634167",NO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,さいたま市西区指扇4226,"35.9225, 139.5725",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,さいたま市見沼区御蔵551,"35.905833, 139.673889",NOX,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,広島市中区基町１１－１,"34.392222, 132.461111",NO2,japan-soramame,ppm,0.013,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,広島市安佐北区可部４－９－１,"34.515278, 132.5125",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,広島市西区己斐本町３－１３,"34.388889, 132.426111",NOX,japan-soramame,ppm,0.016,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,延岡市出北町２丁目１４６７－２,"32.570833, 131.67499999999998",NO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,彦根市西今町800,"35.251944, 136.239444",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,徳島市丈六町八万免１４,"34.030278, 134.511944",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,成田市花崎町７８９－４,"35.775, 140.324722",NOX,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,所沢市並木1-13,"35.791944, 139.474722",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,掛川市三俣６２０,"34.666111, 138.055",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,新庄市下田町８－１,"38.754167, 140.301944",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,新潟市秋葉区新栄町４番１号,"37.7875, 139.124167",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,日立市下土木内町６１７,"36.492222, 140.585833",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,日進市五色園２－２７１６,"35.149167, 137.067778",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,春日部市谷原１－３,"35.968611, 139.748889",NO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,木更津市真里谷５２４－３,"35.365, 140.070833",NOX,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,木更津市請西２－１－２４,"35.370556, 139.941389",NOX,japan-soramame,ppm,0.01,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,杉並区久我山５－３６－１７,"35.686111, 139.605556",NO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,東大和市奈良橋４－５７３,"35.747222, 139.427778",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,東大和市奈良橋４－５７３,"35.747222, 139.427778",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,東彼杵郡川棚町下組郷字開３０４－５,"33.063056, 129.86",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,杵島郡白石町大字福田2371番地,"33.184722, 130.149444",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,松戸市五香西２－４０－１０,"35.791389, 139.9625",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,松戸市五香西２－４０－１０,"35.791389, 139.9625",SO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,板橋区氷川町１３－１,"35.753611, 139.7075",NOX,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,板野郡北島町鯛浜字向４３－４,"34.115278, 134.546111",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,柏市大室１２５６,"35.896944, 139.966944",SO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,柴田郡柴田町船岡中央２－３－４５,"38.055278, 140.768889",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,桐生市広沢町６－４１１－２,"36.371667, 139.353611",NOX,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,桑名市繁松新田字宮之割42番地の1,"35.054722, 136.672222",NO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,横浜市保土ヶ谷区桜ヶ丘２－１５－１,"35.451111, 139.585833",NO,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,横浜市南区南太田２－３０－１,"35.432778, 139.608889",NO2,japan-soramame,ppm,0.008,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,横浜市旭区鶴ヶ峰町１－４２,"35.472222, 139.551389",NOX,japan-soramame,ppm,0.007,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,横浜市瀬谷区南瀬谷１－１－１,"35.4575, 139.486111",NOX,japan-soramame,ppm,0.005,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,横須賀市長坂１－２－２,"35.219444, 139.631667",NOX,japan-soramame,ppm,0.005,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,江戸川区春江町５－３ー３,"35.677778, 139.880556",NO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,河北郡津幡町加賀爪ニ３,"36.664167, 136.731111",NO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,津久見市宮本町２０－１５,"33.069167, 131.863333",NO,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,津山市山北７４０,"35.068333, 134.011389",NOX,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,津山市山北７４０,"35.068333, 134.011389",NO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,浜松市西区神ヶ谷町３４９０,"34.723611, 137.672778",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,港区高輪２－２０,"35.633333, 139.741667",CO,japan-soramame,ppm,0.2,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,玉野市宇野１－３０５５－６,"34.4875, 133.949167",SO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,玉野市渋川１－４１０－１,"34.453889, 133.909167",SO2,japan-soramame,ppm,0.004,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,田川市大字弓削田２８３８,"33.630278, 130.775833",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,田辺市湊１６２９－６,"33.731667, 135.38",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,甲府市国母６－５－１,"35.635833, 138.558056",CO,japan-soramame,ppm,0.3,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,白老郡白老町大町１－６,"42.548333, 141.359167",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,真岡市荒町５１９１,"36.437222, 140.015833",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,知多郡阿久比町大字卯坂字半田ヶ峰１,"34.929722, 136.9175",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,石岡市杉並２－１－２,"36.199167, 140.288611",NO2,japan-soramame,ppm,0.0,2024-03-07T12:30:00+05:30,Japan
JP,Ulsan,磯城郡田原本町宮古４０４－７,"34.555278, 135.791944",SO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,神戸市東灘区住吉南町1丁目,"34.708889, 135.262778",NO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,神戸市西区平野町繁田,"34.706111, 134.986389",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,福岡市中央区天神２－１２,"33.588333, 130.400833",CO,japan-soramame,ppm,0.2,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,福岡市東区筥松４－２１,"33.632778, 130.429444",NOX,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,秋田市仁井田本町四丁目５番２０号,"39.679444, 140.130278",NO2,japan-soramame,ppm,0.004,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,秋田市新屋扇町１３番３４号,"39.677222, 140.085278",NOX,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,稲沢市稲府町1,"35.244167, 136.7825",NO,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,空知郡奈井江町字奈井江147,"43.426667, 141.875",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,紫波郡紫波町日詰字東裏  ８５－１,"39.555556, 141.172222",NO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,練馬区練馬２－２７－２８,"35.743333, 139.653611",NOX,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,美馬市脇町大字猪尻字建神社下南７３,"34.0625, 134.165278",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,羽生市藤井下組１１４,"36.171389, 139.559167",SO2,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,肝属郡東串良町新川西３６３２,"31.358611, 131.001667",NO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,胎内市東本町１６－５７,"38.055, 139.409167",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,能代市檜山字赤館４２－１,"40.1675, 140.121667",SO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,船橋市南本町１０－１,"35.696944, 139.977222",NO,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,船橋市日の出１－１６,"35.688333, 139.996111",NO2,japan-soramame,ppm,0.004,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,芦屋市打出町２番１３号,"34.727778, 135.31999999999996",NOX,japan-soramame,ppm,0.014,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,苫小牧市しらかば町5丁目21番地,"42.626944, 141.540833",NO2,japan-soramame,ppm,0.007,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,荒川区南千住１－４－１１,"35.730556, 139.791667",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,藤沢市打戻１９０２,"35.408611, 139.432222",NO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,藤沢市朝日町１－１,"35.335556, 139.495",CO,japan-soramame,ppm,0.2,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,西宮市六湛寺町１０番３号,"34.735, 135.344167",CO,japan-soramame,ppm,0.3,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,西宮市六湛寺町１０番３号,"34.733889, 135.343889",NO2,japan-soramame,ppm,0.005,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,諌早市馬渡町13,"32.842222, 130.016389",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,諌早市馬渡町13,"32.842222, 130.016389",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,豊前市大字吉木９５５,"33.608056, 131.133056",NOX,japan-soramame,ppm,0.005,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,豊川市桜町１丁目３－１０９,"34.814167, 137.351389",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,豊後大野市三重町市場９３４番地２,"32.9725, 131.580556",NO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,豊橋市大崎町字柿ノ木１６,"34.712222, 137.346944",SO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,豊田市三軒町６－２３－５,"35.081667, 137.143056",CO,japan-soramame,ppm,0.3,2024-03-10T13:30:00+05:30,Japan
JP,Ulsan,海南市野上中１６６－１,"34.162222, 135.279444",NO2,japan-soramame,ppm,0.006,2023-08-28T09:30:00+05:30,Japan
JP,Ulsan,海南市野上中１６６－１,"34.162222, 135.279444",NO,japan-soramame,ppm,0.001,2023-08-28T09:30:00+05:30,Japan
JP,Ulsan,菊池市大字隈府字前田８７８番地１,"32.976667, 130.815278",NO,japan-soramame,ppm,0.001,2023-12-28T09:30:00+05:30,Japan
JP,Ulsan,天草郡苓北町志岐４６０,"32.509167, 130.055833",SO2,japan-soramame,ppm,0.0,2023-12-28T09:30:00+05:30,Japan
JP,Ulsan,敦賀市新和町２丁目３３番１号,"35.625278, 136.055833",NO,japan-soramame,ppm,0.004,2023-11-07T04:30:00+05:30,Japan
JP,Ulsan,敦賀市新和町２丁目３３番１号,"35.625278, 136.055833",NO2,japan-soramame,ppm,0.002,2023-11-07T04:30:00+05:30,Japan
JP,Ulsan,坂井市上新庄２８番２１,"36.161944, 136.228611",NOX,japan-soramame,ppm,0.001,2023-11-07T04:30:00+05:30,Japan
JP,Ulsan,大阪市住之江区南港東８－５,"34.6275, 135.435556",SO2,japan-soramame,ppm,0.004,2023-10-16T13:30:00+05:30,Japan
JP,Ulsan,大阪市北区西天満２－７－９,"34.694167, 135.504167",NO,japan-soramame,ppm,0.003,2023-10-16T13:30:00+05:30,Japan
JP,Ulsan,大阪市鶴見区浜３－８－６６,"34.705833, 135.588611",NO2,japan-soramame,ppm,0.018,2023-10-16T13:30:00+05:30,Japan
JP,Ulsan,枚方市招提南町３－１０２２－１,"34.829722, 135.6875",NOX,japan-soramame,ppm,0.018,2023-10-16T13:30:00+05:30,Japan
JP,Ulsan,枚方市楠葉並木２－２９－３,"34.859722, 135.681944",NO,japan-soramame,ppm,0.001,2023-10-16T13:30:00+05:30,Japan
JP,Ulsan,岸和田市春木大国町８－２０,"34.480278, 135.383889",NOX,japan-soramame,ppm,0.025,2023-10-16T13:30:00+05:30,Japan
JP,Ulsan,高槻市桃園町２－１,"34.847778, 135.61277799999996",NO,japan-soramame,ppm,0.002,2023-10-16T13:30:00+05:30,Japan
JP,Ulsan,高槻市梶原１－５,"34.865556, 135.649444",NO,japan-soramame,ppm,0.001,2023-10-16T13:30:00+05:30,Japan
JP,Ulsan,八尾市南太子堂２－４－７,"34.612778, 135.588889",NOX,japan-soramame,ppm,0.016,2023-10-16T13:30:00+05:30,Japan
LA,Bueng Kan,Bueng Kan District Office,"18.358249, 103.652055",CO,Air4Thai,ppm,2.67,2023-06-13T05:30:00+05:30,Lao People's Dem. Rep.
MM,Chiang Rai,Maesai Health Office,"20.427325, 99.883842",SO2,Air4Thai,ppm,0.0,2024-03-01T14:30:00+05:30,Myanmar
MM,Mae Hong Son,"Chong Kham, Mueang","19.304501021455, 97.971525255487",CO,Thailand,ppm,4.57,2020-09-23T09:30:00+05:30,Myanmar
MX,AGUASCALIENTES,NTE,"21.919917, -102.276083",O3,AirNow,ppm,0.081,2024-03-08T08:30:00+05:30,Mexico
MX,AGUASCALIENTES,SUR,"21.84525, -102.291222",CO,AirNow,ppm,1.0,2024-03-08T08:30:00+05:30,Mexico
MX,San Juan del Río,San Juan del Río,"20.388888888889, -99.972147222222",NO2,Sinaica Mexico,ppm,0.01087,2024-03-08T01:30:00+05:30,Mexico
MX,Pachuca de Soto,Museo del Rehilete,"20.077222222222, -98.77797222222202",NO,Sinaica Mexico,ppm,0.0030436666666666,2024-01-16T22:30:00+05:30,Mexico
MX,Puebla,Universidad Tecnológica de Puebla,"19.071888888888996, -98.151722222222",O3,Sinaica Mexico,ppm,0.0273341414141414,2021-09-23T22:30:00+05:30,Mexico
MX,"Col. Indeco, Cd. Industrial",Instituto Tecnológico de Villahermosa,"18.022933333333, -92.903219444444",SO2,Sinaica Mexico,ppm,0.0078461722222222,2024-02-17T07:30:00+05:30,Mexico
MX,Durango,SRNyMA,"24.026777777777998, -104.69297500000002",O3,Sinaica Mexico,ppm,0.018215,2024-03-04T10:30:00+05:30,Mexico
MX,Tonalá,Loma Dorada,"20.629294722222, -103.26397416667",NO2,Sinaica Mexico,ppm,0.013199,2021-03-16T21:30:00+05:30,Mexico
MX,Almoloya de Juárez,Almoloya de Juárez,"19.370438888889, -99.75275",NOX,Sinaica Mexico,ppm,0.008,2024-02-19T02:30:00+05:30,Mexico
MX,Coatzacoalcos,Bomberos y Protección Civil Municipal,"18.140805555556, -94.427416666667",CO,Sinaica Mexico,ppm,0.0,2024-02-16T00:30:00+05:30,Mexico
MX,Tepeapulco,Estación de Bomberos de Cd. Sahagún,"19.771694444443998, -98.57769444444399",NO2,Sinaica Mexico,ppm,0.006156,2024-03-02T02:30:00+05:30,Mexico
MX,Monterrey,Pueblo Serena,"25.575277777778, -100.24916666667",O3,Sinaica Mexico,ppm,0.055,2024-03-02T00:30:00+05:30,Mexico
MX,Monterrey,Pueblo Serena,"25.575277777778, -100.24916666667",NO,Sinaica Mexico,ppm,0.0105,2024-03-02T00:30:00+05:30,Mexico
